"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
372,"PG","Procter & Gamble Co.","Consumer Defensive","Household & Personal Products","USA",402236.51,28.39,170.87,0.50%,6386799
373,"PGR","Progressive Corp.","Financial","Insurance - Property & Casualty","USA",127886.90,18.68,218.36,1.15%,2482578
374,"PH","Parker-Hannifin Corp.","Industrials","Specialty Industrial Machinery","USA",73021.01,26.06,568.08,10.84%,1418153
375,"PHM","PulteGroup Inc","Consumer Cyclical","Residential Construction","USA",25344.42,9.31,122.13,1.79%,1261622
376,"PKG","Packaging Corp Of America","Consumer Cyclical","Packaging & Containers","USA",17669.95,24.70,196.77,1.73%,398085
377,"PLD","Prologis Inc","Real Estate","REIT - Industrial","USA",112951.76,41.24,121.99,1.53%,2806503
378,"PM","Philip Morris International Inc","Consumer Defensive","Tobacco","USA",180807.69,20.59,116.29,0.48%,3547742
379,"PNC","PNC Financial Services Group Inc","Financial","Banks - Regional","USA",67686.30,14.27,170.28,2.12%,1497309
380,"PNR","Pentair plc","Industrials","Specialty Industrial Machinery","United Kingdom",13820.91,21.14,83.51,2.48%,836514
381,"PNW","Pinnacle West Capital Corp.","Utilities","Utilities - Regulated Electric","USA",9702.29,15.80,85.40,0.08%,974021
382,"PODD","Insulet Corporation","Healthcare","Medical Devices","USA",13993.29,60.42,199.79,4.94%,924414
383,"POOL","Pool Corporation","Industrials","Industrial Distribution","USA",13418.93,29.54,350.73,0.42%,390058
384,"PPG","PPG Industries, Inc.","Basic Materials","Specialty Chemicals","USA",27816.36,19.54,119.23,0.77%,1601827
385,"PPL","PPL Corp","Utilities","Utilities - Regulated Electric","USA",22509.36,26.86,30.51,0.03%,4704288
386,"PRU","Prudential Financial Inc.","Financial","Insurance - Life","USA",38813.04,13.90,108.72,1.84%,1673016
387,"PSA","Public Storage.","Real Estate","REIT - Industrial","USA",54811.02,29.32,313.17,0.97%,561316
388,"PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing","USA",56682.75,11.63,135.42,1.90%,2546668
389,"PTC","PTC Inc","Technology","Software - Application","USA",20474.26,69.54,170.42,1.94%,547973
390,"PWR","Quanta Services, Inc.","Industrials","Engineering & Construction","USA",38718.32,49.60,262.80,5.75%,1195390
391,"PYPL","PayPal Holdings Inc","Financial","Credit Services","USA",65715.37,15.57,64.28,2.45%,9748815
392,"QCOM","Qualcomm, Inc.","Technology","Semiconductors","USA",183754.30,21.38,164.95,5.66%,9581882
393,"QRVO","Qorvo Inc","Technology","Semiconductors","USA",10157.61,,107.08,6.44%,1653336
394,"RCL","Royal Caribbean Group","Consumer Cyclical","Travel Services","USA",40131.78,17.39,155.90,5.67%,3313096
395,"REG","Regency Centers Corporation","Real Estate","REIT - Retail","USA",12685.03,33.57,69.89,0.40%,898430
396,"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",122713.43,29.48,1113.35,4.27%,631072
397,"RF","Regions Financial Corp.","Financial","Banks - Regional","USA",19061.95,11.70,20.83,1.66%,4973058
398,"RJF","Raymond James Financial, Inc.","Financial","Capital Markets","USA",22428.93,12.29,108.91,1.52%,901856
399,"RL","Ralph Lauren Corp","Consumer Cyclical","Apparel Manufacturing","USA",10128.73,15.58,161.62,1.40%,892546
400,"RMD","Resmed Inc.","Healthcare","Medical Instruments & Supplies","USA",31466.65,30.95,214.19,1.54%,946836
401,"ROK","Rockwell Automation Inc","Industrials","Specialty Industrial Machinery","USA",29541.96,29.41,259.14,4.01%,879198
402,"ROL","Rollins, Inc.","Consumer Cyclical","Personal Services","USA",23058.00,50.27,47.61,0.46%,1017839
403,"ROP","Roper Technologies Inc","Technology","Software - Application","USA",56067.75,39.16,523.02,1.51%,347139
404,"ROST","Ross Stores, Inc.","Consumer Cyclical","Apparel Retail","USA",46439.62,23.46,139.22,2.12%,1892532
405,"RSG","Republic Services, Inc.","Industrials","Waste Management","USA",63281.97,33.75,201.49,-0.03%,1141093
