"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
519,"DFIN","Donnelley Financial Solutions Inc","Technology","Software - Application","USA",1817.28,17.86,62.60,2.04%,93901
520,"DGICA","Donegal Group Inc.","Financial","Insurance - Property & Casualty","USA",462.39,63.22,14.08,0.43%,23163
521,"DGII","Digi International, Inc.","Technology","Communication Equipment","USA",1003.08,60.23,27.58,18.88%,435089
522,"DH","Definitive Healthcare Corp","Healthcare","Health Information Services","USA",448.57,,3.83,0.00%,1044035
523,"DHC","Diversified Healthcare Trust","Real Estate","REIT - Healthcare Facilities","USA",748.17,,3.11,1.97%,647098
524,"DHIL","Diamond Hill Investment Group, Inc.","Financial","Asset Management","USA",414.04,10.41,150.56,1.97%,30911
525,"DHT","DHT Holdings Inc","Energy","Oil & Gas Midstream","Bermuda",1768.18,10.44,10.96,0.09%,1707465
526,"DIBS","1stdibs.com Inc","Consumer Cyclical","Internet Retail","USA",158.70,,4.03,2.54%,48897
527,"DIN","Dine Brands Global Inc","Consumer Cyclical","Restaurants","USA",458.15,4.99,29.75,-2.27%,931293
528,"DIOD","Diodes, Inc.","Technology","Semiconductors","USA",2775.50,16.37,60.18,1.83%,1179143
529,"DJCO","Daily Journal Corporation","Technology","Software - Application","USA",596.85,26.80,432.50,6.20%,14080
530,"DK","Delek US Holdings Inc","Energy","Oil & Gas Refining & Marketing","USA",1300.56,,20.28,0.75%,1122462
531,"DLHC","DLH Holdings Corp","Industrials","Specialty Business Services","USA",140.95,64.13,9.94,0.81%,27744
532,"DLX","Deluxe Corp.","Communication Services","Advertising Agencies","USA",850.60,22.48,19.24,-0.62%,276160
533,"DMRC","Digimarc Corporation","Technology","Information Technology Services","USA",623.58,,29.18,2.75%,59626
534,"DNLI","Denali Therapeutics Inc","Healthcare","Biotechnology","USA",3189.60,,22.28,2.77%,981061
535,"DNOW","Dnow Inc","Industrials","Industrial Distribution","USA",1369.18,6.17,12.82,-4.61%,967824
536,"DNTH","Dianthus Therapeutics Inc","Healthcare","Biotechnology","USA",784.82,,26.74,3.64%,91143
537,"DNUT","Krispy Kreme Inc","Consumer Defensive","Grocery Stores","USA",1761.23,,10.44,13.48%,3806253
538,"DO","Diamond Offshore Drilling, Inc.","Energy","Oil & Gas Drilling","USA",1521.83,,14.85,1.02%,1005499
539,"DOCN","DigitalOcean Holdings Inc","Technology","Software - Infrastructure","USA",2650.72,56.22,29.10,5.05%,3575484
540,"DOLE","Dole plc","Consumer Defensive","Farm Products","Ireland",1394.52,7.46,14.69,0.69%,1262173
541,"DOMO","Domo Inc.","Technology","Software - Application","USA",290.09,,7.60,2.56%,196152
542,"DORM","Dorman Products Inc","Consumer Cyclical","Auto Parts","USA",3232.47,19.38,105.74,-0.04%,158392
543,"DRH","Diamondrock Hospitality Co.","Real Estate","REIT - Hotel & Motel","USA",1674.66,27.99,8.08,1.64%,1721413
544,"DRQ","Dril-Quip, Inc.","Energy","Oil & Gas Equipment & Services","USA",503.56,,14.63,-2.40%,282079
545,"DRS","Leonardo DRS Inc.","Industrials","Aerospace & Defense","USA",7262.30,38.94,27.54,4.44%,442859
546,"DRVN","Driven Brands Holdings Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2147.81,,13.09,1.16%,602695
547,"DSGN","Design Therapeutics Inc","Healthcare","Biotechnology","USA",229.88,,4.06,-0.49%,172253
548,"DSGR","Distribution Solutions Group Inc","Industrials","Industrial Distribution","USA",1530.92,,32.74,1.08%,22696
549,"DSP","Viant Technology Inc","Technology","Software - Application","USA",156.18,,9.46,-0.84%,231364
550,"DTC","Solo Brands Inc","Consumer Cyclical","Internet Retail","USA",68.68,,1.18,8.26%,1203683
551,"DTI","Drilling Tools International Corporation","Energy","Oil & Gas Equipment & Services","USA",148.82,11.09,4.30,2.38%,55139
552,"DVAX","Dynavax Technologies Corp.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1402.13,97.90,10.70,-0.47%,2404908
553,"DX","Dynex Capital, Inc.","Real Estate","REIT - Mortgage","USA",917.44,231.26,12.28,1.32%,825098
554,"DXLG","Destination XL Group Inc","Consumer Cyclical","Apparel Retail","USA",177.63,7.88,3.05,0.99%,125661
555,"DXPE","DXP Enterprises, Inc.","Industrials","Industrial Distribution","USA",790.29,13.81,49.61,3.87%,117047
556,"DY","Dycom Industries, Inc.","Industrials","Engineering & Construction","USA",5359.83,23.74,184.25,3.50%,203725
557,"DYN","Dyne Therapeutics Inc","Healthcare","Biotechnology","USA",4283.74,,43.07,2.09%,1970485
558,"EAF","GrafTech International Ltd.","Industrials","Electrical Equipment & Parts","USA",156.90,,0.61,6.53%,3191711
559,"EAT","Brinker International, Inc.","Consumer Cyclical","Restaurants","USA",2928.78,19.53,65.83,6.61%,1373096
560,"EB","Eventbrite Inc","Technology","Software - Application","USA",369.06,,3.80,-2.06%,2068154
561,"EBC","Eastern Bankshares Inc.","Financial","Banks - Regional","USA",3250.40,5.54,15.06,1.69%,908112
562,"EBF","Ennis Inc.","Industrials","Business Equipment & Supplies","USA",586.89,14.16,22.59,0.13%,77383
563,"EBTC","Enterprise Bancorp, Inc.","Financial","Banks - Regional","USA",337.33,9.39,27.16,3.78%,10926
564,"ECPG","Encore Capital Group, Inc.","Financial","Mortgage Finance","USA",1182.84,,49.93,11.43%,337041
565,"ECVT","Ecovyst Inc","Basic Materials","Specialty Chemicals","USA",779.18,13.99,6.69,2.92%,1437728
566,"EDIT","Editas Medicine Inc","Healthcare","Biotechnology","USA",345.82,,4.20,2.31%,1967996
567,"EE","Excelerate Energy Inc","Energy","Oil & Gas Midstream","USA",476.90,24.54,19.00,4.51%,146572
568,"EEX","Emerald Holding Inc","Communication Services","Advertising Agencies","USA",1068.12,,5.24,1.16%,82636
569,"EFC","Ellington Financial Inc","Real Estate","REIT - Mortgage","USA",1089.36,10.72,12.81,1.91%,1012157
570,"EFSC","Enterprise Financial Services Corp.","Financial","Banks - Regional","USA",1813.19,10.64,48.52,0.87%,84423
571,"EGAN","eGain Corp","Technology","Software - Application","USA",196.88,23.85,6.60,3.61%,65849
572,"EGBN","Eagle Bancorp Inc (MD)","Financial","Banks - Regional","USA",589.31,,19.52,1.67%,292366
573,"EGHT","8X8 Inc.","Technology","Software - Application","USA",244.40,,1.91,-25.97%,6206636
574,"EGY","VAALCO Energy, Inc.","Energy","Oil & Gas E&P","USA",656.97,7.80,6.35,-1.85%,1082538
575,"EHAB","Enhabit Inc","Healthcare","Medical Care Facilities","USA",427.36,,8.52,0.24%,846311
576,"EIG","Employers Holdings Inc","Financial","Insurance - Specialty","USA",1145.87,9.90,46.13,1.18%,85169
577,"ELEV","Elevation Oncology Inc","Healthcare","Biotechnology","USA",42.86,,0.73,-3.32%,4419389
578,"ELME","Elme Communities","Real Estate","REIT - Residential","USA",1488.25,,16.91,0.06%,370845
579,"ELVN","Enliven Therapeutics Inc","Healthcare","Biotechnology","USA",1021.71,,21.72,0.23%,126404
580,"ELYM","Eliem Therapeutics Inc","Healthcare","Biotechnology","USA",440.81,,6.60,9.09%,254729
581,"EMBC","Embecta Corp","Healthcare","Medical Instruments & Supplies","USA",826.99,11.78,14.34,3.54%,499811
582,"EML","Eastern Co.","Industrials","Tools & Accessories","USA",171.33,14.31,27.50,1.36%,16045
583,"ENFN","Enfusion Inc","Technology","Software - Application","USA",725.17,267.46,7.89,-2.35%,382792
584,"ENR","Energizer Holdings Inc","Industrials","Electrical Equipment & Parts","USA",2167.64,225.64,30.19,0.70%,558636
585,"ENS","Enersys","Industrials","Electrical Equipment & Parts","USA",3777.46,14.20,93.92,-1.16%,671231
586,"ENSG","Ensign Group Inc","Healthcare","Medical Care Facilities","USA",8041.66,36.08,140.81,2.03%,208480
587,"ENTA","Enanta Pharmaceuticals Inc","Healthcare","Biotechnology","USA",285.72,,13.49,9.05%,166571
588,"ENV","Envestnet Inc.","Technology","Software - Application","USA",3424.19,,62.01,0.06%,582622
589,"ENVA","Enova International Inc.","Financial","Credit Services","USA",2028.84,12.83,76.85,1.67%,118354
590,"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts","USA",2101.26,,11.92,9.66%,7353747
591,"EOLS","Evolus Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",822.06,,13.03,0.93%,321839
592,"EP","Empire Petroleum Corporation","Energy","Oil & Gas E&P","USA",137.93,,4.54,6.82%,30871
593,"EPAC","Enerpac Tool Group Corp","Industrials","Specialty Industrial Machinery","USA",2180.69,26.53,40.16,2.40%,160398
594,"EPC","Edgewell Personal Care Co","Consumer Defensive","Household & Personal Products","USA",1850.11,15.86,37.52,-0.13%,352296
595,"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P","USA",166.13,56.33,4.98,1.01%,249974
596,"EPRT","Essential Properties Realty Trust Inc","Real Estate","REIT - Diversified","USA",5123.14,24.99,29.22,2.28%,1238518
597,"EQBK","Equity Bancshares Inc","Financial","Banks - Regional","USA",559.37,58.79,36.68,1.92%,23268
598,"EQC","Equity Commonwealth","Real Estate","REIT - Office","USA",2189.53,23.55,20.40,1.04%,1393211
599,"ERAS","Erasca Inc","Healthcare","Biotechnology","USA",647.03,,2.49,3.32%,939466
600,"ERII","Energy Recovery Inc","Industrials","Pollution & Treatment Controls","USA",958.32,46.87,16.60,4.08%,316851
601,"ESCA","Escalade, Inc.","Consumer Cyclical","Leisure","USA",179.19,15.25,12.91,2.79%,9951
602,"ESE","Esco Technologies, Inc.","Technology","Scientific & Technical Instruments","USA",2991.38,30.15,116.17,3.52%,111980
603,"ESGR","Enstar Group Limited","Financial","Insurance - Diversified","Bermuda",4879.69,5.46,320.40,0.52%,100455
604,"ESNT","Essent Group Ltd","Financial","Insurance - Specialty","Bermuda",6316.56,8.60,59.45,1.28%,281262
605,"ESPR","Esperion Therapeutics Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",384.60,,2.03,3.57%,3552306
606,"ESQ","Esquire Financial Holdings Inc","Financial","Banks - Regional","USA",469.63,11.80,56.65,1.65%,14901
607,"ESRT","Empire State Realty Trust Inc","Real Estate","REIT - Diversified","USA",1704.66,39.72,10.33,2.18%,1218087
608,"ESSA","ESSA Bancorp Inc","Financial","Banks - Regional","USA",180.31,9.81,17.80,5.76%,12522
609,"ETD","Ethan Allen Interiors, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",767.13,12.13,30.19,0.53%,238683
610,"ETNB","89bio Inc","Healthcare","Biotechnology","USA",846.22,,7.99,3.63%,518278
611,"ETWO","E2open Parent Holdings Inc","Technology","Software - Application","USA",1304.51,,4.19,2.70%,1890412
612,"EU","enCore Energy Corp","Energy","Uranium","USA",583.35,,3.21,2.23%,654816
613,"EVC","Entravision Communications Corp.","Communication Services","Advertising Agencies","USA",164.21,,1.83,0.55%,726074
614,"EVCM","EverCommerce Inc","Technology","Software - Infrastructure","USA",1862.77,,10.11,0.90%,121587
615,"EVER","EverQuote Inc","Communication Services","Internet Content & Information","USA",756.06,,23.10,-4.94%,1552044
616,"EVEX","Eve Holding Inc","Industrials","Aerospace & Defense","USA",771.77,,2.66,4.31%,143898
617,"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",403.67,,3.80,4.68%,2586530
618,"EVH","Evolent Health Inc","Healthcare","Health Information Services","USA",2425.30,,20.87,2.15%,1836787
619,"EVI","EVI Industries Inc","Industrials","Industrial Distribution","USA",216.19,46.66,17.05,5.18%,27373
620,"EVLV","Evolv Technologies Holdings Inc","Industrials","Security & Protection Services","USA",472.95,,3.03,3.41%,1722416
621,"EVRI","Everi Holdings Inc","Consumer Cyclical","Gambling","USA",1090.52,27.55,12.97,0.54%,948900
622,"EVTC","Evertec Inc","Technology","Software - Infrastructure","USA",2102.38,31.11,32.86,1.99%,302641
623,"EWCZ","European Wax Center Inc","Consumer Defensive","Household & Personal Products","USA",372.35,30.89,7.66,2.96%,1711239
624,"EWTX","Edgewise Therapeutics Inc","Healthcare","Biotechnology","USA",1512.15,,16.19,1.95%,573319
625,"EXLS","ExlService Holdings Inc","Technology","Information Technology Services","USA",5500.85,31.64,34.08,0.12%,776749
626,"EXPI","eXp World Holdings Inc","Real Estate","Real Estate Services","USA",1815.55,,11.81,-0.08%,599880
627,"EXPO","Exponent Inc.","Industrials","Engineering & Construction","USA",5271.35,51.05,103.91,1.66%,136610
628,"EXTR","Extreme Networks Inc.","Technology","Communication Equipment","USA",1742.63,,13.41,6.01%,1822371
629,"EYE","National Vision Holdings Inc","Consumer Cyclical","Specialty Retail","USA",859.45,,10.94,0.09%,4527937
630,"EYPT","EyePoint Pharmaceuticals Inc","Healthcare","Biotechnology","USA",477.05,,9.16,5.90%,518972
631,"FA","First Advantage Corp.","Industrials","Specialty Business Services","USA",2493.08,103.19,17.17,4.38%,635779
632,"FARO","Faro Technologies Inc.","Technology","Scientific & Technical Instruments","USA",276.82,,14.41,1.69%,221256
633,"FATE","Fate Therapeutics Inc","Healthcare","Biotechnology","USA",412.06,,3.62,-9.05%,3316718
634,"FBIZ","First Business Financial Services Inc","Financial","Banks - Regional","USA",340.30,8.89,41.05,0.22%,9582
635,"FBK","FB Financial Corp","Financial","Banks - Regional","USA",2025.58,17.49,43.43,2.04%,120816
636,"FBLG","FibroBiologics Inc","Healthcare","Biotechnology","USA",80.73,,2.26,-39.41%,803564
637,"FBMS","First Bancshares Inc Miss","Financial","Banks - Regional","USA",990.60,13.27,31.75,-0.25%,300823
638,"FBNC","First Bancorp","Financial","Banks - Regional","USA",1643.92,14.50,39.93,4.53%,243279
639,"FBP","First Bancorp PR","Financial","Banks - Regional","USA",3268.69,10.77,19.64,0.26%,986153
640,"FBRT","Franklin BSP Realty Trust Inc.","Real Estate","REIT - Mortgage","USA",1022.88,15.26,12.50,1.46%,190788
641,"FC","Franklin Covey Co.","Consumer Defensive","Education & Training Services","USA",509.33,29.06,38.91,1.38%,83808
642,"FCBC","First Community Bankshares Inc.","Financial","Banks - Regional","USA",744.50,14.55,40.75,1.14%,18759
643,"FCEL","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts","USA",231.53,,0.47,2.83%,23728209
644,"FCF","First Commonwealth Financial Corp.","Financial","Banks - Regional","USA",1648.05,10.38,16.11,0.62%,418873
645,"FCFS","FirstCash Holdings Inc","Financial","Credit Services","USA",5062.12,21.64,113.12,1.33%,297056
646,"FCPT","Four Corners Property Trust Inc","Real Estate","REIT - Retail","USA",2485.14,25.16,26.82,0.19%,319510
647,"FDBC","Fidelity D&D Bancorp, Inc.","Financial","Banks - Regional","USA",257.96,16.34,44.94,4.63%,16485
648,"FDMT","4D Molecular Therapeutics Inc","Healthcare","Biotechnology","USA",761.54,,14.73,0.14%,502466
649,"FDP","Fresh Del Monte Produce Inc","Consumer Defensive","Farm Products","USA",1301.57,,27.15,-1.88%,318946
650,"FELE","Franklin Electric Co., Inc.","Industrials","Specialty Industrial Machinery","USA",4491.19,24.49,98.34,2.48%,149112
651,"FENC","Fennec Pharmaceuticals Inc","Healthcare","Biotechnology","USA",166.17,164.32,6.08,5.56%,57621
652,"FET","Forum Energy Technologies Inc","Energy","Oil & Gas Equipment & Services","USA",197.34,,16.07,3.08%,59041
653,"FF","Futurefuel Corp","Basic Materials","Specialty Chemicals","USA",206.98,10.03,4.73,-0.42%,301319
654,"FFBC","First Financial Bancorp","Financial","Banks - Regional","USA",2329.22,10.03,24.40,1.62%,244069
655,"FFIC","Flushing Financial Corp.","Financial","Banks - Regional","USA",369.48,14.25,12.71,1.84%,154022
656,"FFIN","First Financial Bankshares, Inc.","Financial","Banks - Regional","USA",5012.61,24.92,35.09,2.39%,439763
657,"FFNW","First Financial Northwest Inc","Financial","Banks - Regional","USA",193.85,61.17,21.14,-0.42%,92307
658,"FFWM","First Foundation Inc","Financial","Banks - Regional","USA",347.72,40.38,6.15,-2.54%,401428
659,"FG","F&G Annuities & Life Inc","Financial","Insurance - Life","USA",4869.49,16.07,38.61,3.18%,58660
660,"FHTX","Foghorn Therapeutics Inc","Healthcare","Biotechnology","USA",289.93,,5.24,3.97%,91839
661,"FIBK","First Interstate BancSystem Inc.","Financial","Banks - Regional","USA",2973.40,11.64,28.44,3.01%,722016
662,"FIGS","Figs Inc","Consumer Cyclical","Apparel Manufacturing","USA",973.72,46.96,5.72,3.44%,7904183
663,"FIHL","Fidelis Insurance Holdings Ltd.","Financial","Insurance - Diversified","Bermuda",1989.64,4.17,17.02,2.65%,276096
664,"FIP","FTAI Infrastructure Inc","Industrials","Conglomerates","USA",949.56,,9.04,-0.22%,1478845
665,"FISI","Financial Institutions Inc.","Financial","Banks - Regional","USA",359.37,7.21,23.23,2.24%,39702
666,"FIZZ","National Beverage Corp.","Consumer Defensive","Beverages - Non-Alcoholic","USA",4370.19,24.74,46.70,0.67%,163726
667,"FL","Foot Locker Inc","Consumer Cyclical","Apparel Retail","USA",2814.13,,29.71,7.30%,2827341
668,"FLGT","Fulgent Genetics Inc","Healthcare","Diagnostics & Research","USA",743.56,,24.54,4.38%,186782
669,"FLIC","First Of Long Island Corp.","Financial","Banks - Regional","USA",267.88,12.18,11.89,2.94%,82010
670,"FLL","Full House Resorts, Inc.","Consumer Cyclical","Resorts & Casinos","USA",179.57,,5.16,4.45%,61151
671,"FLNC","Fluence Energy Inc","Utilities","Utilities - Renewable","USA",2036.17,,15.92,15.03%,7392339
672,"FLNG","Flex Lng Ltd","Energy","Oil & Gas Midstream","Bermuda",1396.17,10.25,25.98,1.84%,126152
673,"FLR","Fluor Corporation","Industrials","Engineering & Construction","USA",8376.08,20.96,48.90,4.69%,1267771
674,"FLWS","1-800 Flowers.com Inc.","Consumer Cyclical","Specialty Retail","USA",581.74,,9.06,1.68%,161684
675,"FLXS","Flexsteel Industries, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",177.76,11.65,34.45,3.73%,10995
676,"FLYW","Flywire Corp","Technology","Software - Infrastructure","USA",2323.78,,18.71,2.41%,1540273
677,"FMAO","Farmers & Merchants Bancorp Inc.","Financial","Banks - Regional","USA",332.70,15.61,24.32,2.31%,19971
678,"FMBH","First Mid Bancshares Inc.","Financial","Banks - Regional","USA",900.07,12.10,37.66,1.02%,40057
679,"FMNB","Farmers National Banc Corp.","Financial","Banks - Regional","USA",518.57,10.19,13.81,-0.50%,146818
680,"FN","Fabrinet","Technology","Electronic Components","Cayman Islands",7442.56,27.32,205.88,6.21%,354796
681,"FNA","Paragon 28 Inc","Healthcare","Medical Devices","USA",689.31,,8.31,5.19%,1236446
682,"FNKO","Funko Inc","Consumer Cyclical","Leisure","USA",450.75,,8.64,0.35%,1781453
683,"FNLC","First Bancorp Inc (ME)","Financial","Banks - Regional","USA",274.94,10.42,24.68,2.70%,6929
684,"FOLD","Amicus Therapeutics Inc","Healthcare","Biotechnology","USA",3352.98,,11.32,13.20%,5078830
685,"FOR","Forestar Group Inc","Real Estate","Real Estate - Development","USA",1449.10,7.45,28.61,1.35%,134230
686,"FORM","FormFactor Inc.","Technology","Semiconductor Equipment & Materials","USA",3437.15,28.79,44.54,3.32%,858482
687,"FORR","Forrester Research Inc.","Industrials","Consulting Services","USA",346.89,235.45,18.20,1.00%,82042
688,"FOXF","Fox Factory Holding Corp","Consumer Cyclical","Auto Parts","USA",1680.12,41.48,40.31,2.54%,515175
689,"FPI","Farmland Partners Inc","Real Estate","REIT - Specialty","USA",492.78,36.37,10.23,0.89%,258206
690,"FRBA","First Bank (NJ)","Financial","Banks - Regional","USA",365.89,11.98,14.56,1.96%,59044
691,"FREY","FREYR Battery Inc.","Industrials","Electrical Equipment & Parts","USA",177.43,,1.27,0.79%,1959333
692,"FRGE","Forge Global Holdings Inc","Technology","Software - Application","USA",246.21,,1.36,3.82%,469683
693,"FRME","First Merchants Corp.","Financial","Banks - Regional","USA",2114.55,11.58,36.14,2.00%,173177
694,"FRPH","FRP Holdings Inc","Real Estate","Real Estate Services","USA",563.37,74.89,29.62,4.85%,17988
695,"FRSH","Freshworks Inc","Technology","Software - Application","USA",3407.58,,11.28,2.17%,2010488
696,"FRST","Primis Financial Corp","Financial","Banks - Regional","USA",282.59,14.96,11.45,2.42%,27912
697,"FSBC","Five Star Bancorp","Financial","Banks - Regional","USA",579.05,11.33,27.16,0.78%,23334
698,"FSBW","FS Bancorp Inc","Financial","Banks - Regional","USA",321.46,9.04,41.16,1.53%,7955
699,"FSLY","Fastly Inc","Technology","Software - Application","USA",800.48,,5.86,-14.33%,12403497
700,"FSP","Franklin Street Properties Corp.","Real Estate","REIT - Office","USA",161.57,,1.56,0.00%,250862
701,"FSS","Federal Signal Corp.","Industrials","Pollution & Treatment Controls","USA",5757.88,28.69,94.16,3.54%,248130
702,"FSTR","L.B. Foster Co.","Industrials","Railroads","USA",197.21,26.95,18.01,12.00%,82895
703,"FTAI","FTAI Aviation Ltd","Industrials","Rental & Leasing Services","USA",10502.19,,104.76,3.95%,585243
704,"FTDR","Frontdoor Inc.","Consumer Cyclical","Personal Services","USA",3421.21,17.25,44.71,2.01%,859879
705,"FUBO","fuboTV Inc","Communication Services","Broadcasting","USA",414.97,,1.26,1.61%,6647360
706,"FUL","H.B. Fuller Company","Basic Materials","Specialty Chemicals","USA",4341.97,27.22,79.64,2.02%,162338
707,"FULC","Fulcrum Therapeutics Inc","Healthcare","Biotechnology","USA",558.48,,8.95,7.96%,596169
708,"FULT","Fulton Financial Corp.","Financial","Banks - Regional","USA",3167.48,10.42,17.42,2.71%,1392014
709,"FVCB","FVCBankcorp Inc","Financial","Banks - Regional","USA",199.04,46.24,11.07,1.75%,12144
710,"FWRD","Forward Air Corp.","Industrials","Integrated Freight & Logistics","USA",720.23,,27.24,21.07%,1687031
711,"FWRG","First Watch Restaurant Group Inc","Consumer Cyclical","Restaurants","USA",1008.24,42.92,16.69,5.50%,816569
712,"GABC","German American Bancorp Inc","Financial","Banks - Regional","USA",1118.94,13.26,37.70,1.81%,111516
713,"GALT","Galectin Therapeutics Inc","Healthcare","Biotechnology","USA",133.00,,2.14,1.90%,96881
714,"GAMB","Gambling.com Group Ltd","Consumer Cyclical","Gambling","United Kingdom",333.02,18.34,9.02,0.22%,127310
715,"GATX","GATX Corp.","Industrials","Rental & Leasing Services","USA",4849.43,20.86,136.22,2.72%,134374
716,"GBCI","Glacier Bancorp, Inc.","Financial","Banks - Regional","USA",4760.11,25.49,41.98,3.04%,425969
717,"GBIO","Generation Bio Co","Healthcare","Biotechnology","USA",159.67,,2.40,8.11%,60064
718,"GBTG","Global Business Travel Group Inc","Technology","Software - Application","USA",3232.43,,6.83,2.71%,611057
719,"GBX","Greenbrier Cos., Inc.","Industrials","Railroads","USA",1417.66,11.86,45.54,2.13%,204464
720,"GCBC","Greene County Bancorp Inc","Financial","Banks - Regional","USA",540.70,21.83,31.75,2.39%,20555
721,"GCI","Gannett Co Inc.","Communication Services","Publishing","USA",647.96,,4.39,0.46%,661190
722,"GCMG","GCM Grosvenor Inc","Financial","Asset Management","USA",454.58,,10.28,-1.15%,188488
723,"GCO","Genesco Inc.","Consumer Cyclical","Apparel Retail","USA",316.57,,27.22,3.07%,89196
724,"GCT","GigaCloud Technology Inc","Technology","Software - Infrastructure","USA",982.98,8.69,24.14,4.46%,1742171
725,"GCTS","GCT Semiconductor Holding Inc.","Technology","Semiconductors","USA",150.98,,3.29,-1.50%,134869
726,"GDEN","Golden Entertainment Inc","Consumer Cyclical","Resorts & Casinos","USA",814.07,3.03,28.12,1.63%,214193
727,"GDOT","Green Dot Corp.","Financial","Credit Services","USA",470.91,,8.85,1.96%,343613
728,"GDYN","Grid Dynamics Holdings Inc","Technology","Information Technology Services","USA",1018.94,,13.29,-3.20%,483085
729,"GEF","Greif Inc","Consumer Cyclical","Packaging & Containers","USA",3455.28,12.83,59.78,1.75%,110819
730,"GENC","Gencor Industries, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",318.86,18.90,21.75,2.89%,64544
731,"GEO","Geo Group, Inc.","Industrials","Security & Protection Services","USA",1698.42,54.89,12.46,2.81%,2352288
732,"GEOS","Geospace Technologies Corp","Energy","Oil & Gas Equipment & Services","USA",111.82,7.03,8.37,2.95%,33752
733,"GERN","Geron Corp.","Healthcare","Biotechnology","USA",2728.40,,4.60,0.88%,13500241
734,"GETY","Getty Images Holdings Inc","Communication Services","Internet Content & Information","USA",1311.57,45.53,3.21,0.31%,637378
735,"GFF","Griffon Corp.","Industrials","Conglomerates","USA",2888.27,15.61,58.29,4.82%,707507
736,"GH","Guardant Health Inc","Healthcare","Diagnostics & Research","USA",3704.14,,30.27,-10.87%,4666898
737,"GHC","Graham Holdings Co.","Consumer Defensive","Education & Training Services","USA",3185.25,24.43,723.92,3.48%,13304
738,"GHM","Graham Corp.","Industrials","Specialty Industrial Machinery","USA",312.08,64.40,28.71,3.12%,46768
739,"GIC","Global Industrial Co","Industrials","Industrial Distribution","USA",1211.70,17.56,31.72,-0.13%,45008
740,"GIII","G-III Apparel Group Ltd.","Consumer Cyclical","Apparel Manufacturing","USA",1117.55,6.48,24.84,2.90%,321869
741,"GKOS","Glaukos Corporation","Healthcare","Medical Devices","USA",6619.28,,120.46,3.91%,631331
742,"GLDD","Great Lakes Dredge & Dock Corporation","Industrials","Engineering & Construction","USA",598.66,13.65,8.91,3.85%,303002
743,"GLNG","Golar Lng","Energy","Oil & Gas Midstream","Bermuda",3418.39,30.83,32.69,1.93%,2277005
744,"GLRE","Greenlight Capital Re Ltd","Financial","Insurance - Reinsurance","Cayman Islands",441.85,6.60,12.51,3.13%,123543
745,"GLSI","Greenwich LifeSciences Inc","Healthcare","Biotechnology","USA",178.39,,13.85,1.02%,21716
746,"GLUE","Monte Rosa Therapeutics Inc","Healthcare","Biotechnology","USA",243.38,,3.98,10.25%,171883
747,"GMGI","Golden Matrix Group Inc","Communication Services","Electronic Gaming & Multimedia","USA",268.18,,2.22,0.91%,42948
748,"GMRE","Global Medical REIT Inc","Real Estate","REIT - Healthcare Facilities","USA",592.93,,9.04,1.35%,319027
749,"GMS","GMS Inc","Industrials","Building Products & Equipment","USA",3489.60,13.07,88.01,2.78%,276601
750,"GNE","Genie Energy Ltd","Utilities","Utilities - Regulated Electric","USA",433.27,55.53,15.97,2.44%,53866
751,"GNK","Genco Shipping & Trading Limited","Industrials","Marine Shipping","USA",744.28,51.95,17.41,-2.46%,795319
752,"GNL","Global Net Lease Inc","Real Estate","REIT - Diversified","USA",1882.20,,8.17,0.99%,1242316
753,"GNTY","Guaranty Bancshares, Inc. (TX)","Financial","Banks - Regional","USA",359.08,13.73,31.17,2.97%,22255
754,"GNW","Genworth Financial Inc","Financial","Insurance - Life","USA",2717.47,87.85,6.29,0.00%,6338298
755,"GOCO","GoHealth Inc","Financial","Insurance Brokers","USA",91.04,,9.15,-20.78%,68933
756,"GOEV","Canoo Inc","Consumer Cyclical","Auto Manufacturers","USA",130.05,,1.76,4.76%,1650224
757,"GOGL","Golden Ocean Group Limited","Industrials","Marine Shipping","Bermuda",2348.35,12.57,11.74,1.12%,1186022
758,"GOGO","Gogo Inc","Communication Services","Telecom Services","USA",983.83,15.41,7.74,-0.39%,1310394
759,"GOLF","Acushnet Holdings Corp","Consumer Cyclical","Leisure","USA",4221.00,23.52,68.29,0.01%,379893
760,"GOOD","Gladstone Commercial Corp","Real Estate","REIT - Diversified","USA",591.79,,14.67,0.89%,198513
761,"GPI","Group 1 Automotive, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",4654.36,8.60,347.34,3.09%,77263
762,"GPMT","Granite Point Mortgage Trust Inc","Real Estate","REIT - Mortgage","USA",132.27,,2.61,0.00%,334691
763,"GPOR","Gulfport Energy Corp.","Energy","Oil & Gas E&P","USA",2487.69,3.49,137.29,2.61%,335725
